drug_name,drug_page,name,content,len
Rotavirus vaccine,https://en.wikipedia.org/wiki/Rotavirus_vaccine,Rotavirus_vaccine,"The rotavirus vaccine is a vaccine used to protect against rotavirus infections, which are the leading cause of severe diarrhea among young children. The vaccines prevent 15–34% of severe diarrhea in the developing world and 37–96% of the risk of death among young children due to severe diarrhea. Immunizing babies decreases rates of disease among older people and those who",60
Ceftriaxone,https://en.wikipedia.org/wiki/Ceftriaxone,Ceftriaxone,"Ceftriaxone, sold under the brand name Rocephin, is a third-generation cephalosporin antibiotic used for the treatment of a number of bacterial infections. These include middle ear infections, endocarditis, meningitis, pneumonia, bone and joint infections, intra-abdominal infections, skin infections, urinary tract infections, gonorrhea, and pelvic inflammatory disease. It is also sometimes used before surgery and following a bite wound to try",60
Levonorgestrel-releasing implant,https://en.wikipedia.org/wiki/Levonorgestrel-releasing_implant,Levonorgestrel-releasing_implant,"Levonorgestrel-releasing implant, sold under the brand name Jadelle among others, are devices that release levonorgestrel for birth control. It is one of the most effective forms of birth control with a one-year failure rate around 0.05%. The device is placed under the skin and lasts for up to five years. It may be used by women who have a history",60
Caffeine citrate,https://en.wikipedia.org/wiki/Caffeine_citrate,Caffeine_citrate,"Caffeine citrate, sold under the brand name Cafcit among others, is a medication used to treat a lack of breathing in premature babies. Specifically it is given to babies who are born at less than 35 weeks or weigh less than 2 kilograms (4.4 lb) once other causes are ruled out. It is given by mouth or slow injection into",60
Platelets,https://en.wikipedia.org/wiki/Platelet_concentrates,Platelet_concentrates,"Platelet transfusion, also known as platelet concentrate, is used to prevent or treat bleeding in people with either a low platelet count or poor platelet function. Often this occurs in people receiving cancer chemotherapy. Preventive transfusion is often done in those with platelet levels of less than 10 x 109/L. In those who are bleeding transfusion is usually carried out",60
Heparin sodium,https://en.wikipedia.org/wiki/Heparin_sodium,Heparin_sodium,"Heparin, also known as unfractionated heparin (UFH), is a medication and naturally occurring glycosaminoglycan. Since heparins depend on the activity of antithrombin, they are considered anticoagulants. Specifically it is also used in the treatment of heart attacks and unstable angina. It is given intravenously or by injection under the skin. Other uses for its anticoagulant properties include inside blood specimen",60
Ethinylestradiol/etonogestrel,https://en.wikipedia.org/wiki/Ethinylestradiol/etonogestrel,Ethinylestradiol/etonogestrel,"Ethinylestradiol/etonogestrel, sold under the brand names NuvaRing among others, is a hormonal vaginal ring used for birth control and to improve menstrual symptoms. It contains ethinylestradiol, an estrogen, and etonogestrel, a progestin. It is used by insertion into the vagina. Pregnancy occurs in about 0.3% of women with perfect use and 9% of women with typical use.Common side effects include",60
Potassium chloride,https://en.wikipedia.org/wiki/Potassium_chloride_(medical_use),Potassium_chloride_(medical_use),"Potassium chloride, also known as potassium salt, is used as a medication to treat and prevent low blood potassium. Low blood potassium may occur due to vomiting, diarrhea, or certain medications. The concentrated version should be diluted before use. It is given by slow injection into a vein or by mouth.Side effects may include heart problems if given too quickly",60
Cycloserine,https://en.wikipedia.org/wiki/Cycloserine,Cycloserine,"Cycloserine, sold under the brand name Seromycin, is a GABA transaminase inhibitor and an antibiotic, used to treat tuberculosis. Specifically it is used, along with other antituberculosis medications, for active drug resistant tuberculosis. It is given by mouth.Common side effects include allergic reactions, seizures, sleepiness, unsteadiness, and numbness. It is not recommended in people who have kidney failure, epilepsy, depression,",60
Methimazole,https://en.wikipedia.org/wiki/Methimazole,Methimazole,"Thiamazole, also known as methimazole, is a medication used to treat hyperthyroidism. This includes Graves disease, toxic multinodular goiter, and thyrotoxic crisis. It is taken by mouth. Full effects may take a few weeks to occur.Common side effects include itchiness, hair loss, nausea, muscle pain, swelling, and abdominal pain. Severe side effects may include low blood cell counts, liver failure,",60
rifapentine,https://en.wikipedia.org/wiki/Rifapentine,Rifapentine,"Rifapentine, sold under the brand name Priftin, is an antibiotic used in the treatment of tuberculosis. In active tuberculosis it is used together with other antituberculosis medications. In latent tuberculosis it is typically used with isoniazid. It is taken by mouth.Common side effects include low neutrophil counts in the blood, elevated liver enzymes, and white blood cells in the urine.",60
Benzoyl peroxide,https://en.wikipedia.org/wiki/Benzoyl_peroxide,Benzoyl_peroxide,"Benzoyl peroxide is a chemical compound (specifically, an organic peroxide) with structural formula (C6H5−C(=O)O−)2, often abbreviated as (BzO)2. In terms of its structure, the molecule can be described as two benzoyl (C6H5−C(=O)−, Bz) groups connected by a peroxide (−O−O−). It is a white granular solid with a faint odour of benzaldehyde, poorly soluble in water but soluble in acetone, ethanol,",60
Tamoxifen,https://en.wikipedia.org/wiki/Tamoxifen,Tamoxifen,"Tamoxifen, sold under the brand name Nolvadex among others, is a selective estrogen receptor modulator used to prevent breast cancer in women and men. It is also being studied for other types of cancer. It has been used for Albright syndrome. Tamoxifen is typically taken daily by mouth for five years for breast cancer.Serious side effects include a small increased",60
Terbinafine,https://en.wikipedia.org/wiki/Terbinafine,Terbinafine,"Terbinafine, sold under the brand name Lamisil among others, is an antifungal medication used to treat pityriasis versicolor, fungal nail infections, and ringworm including jock itch and athlete's foot. It is either taken by mouth or applied to the skin as a cream or ointment. The cream and ointment are not effective for nail infections.Common side effects when taken by",60
ramipril,https://en.wikipedia.org/wiki/Ramipril,Ramipril,"Ramipril, sold under the brand name Altace among others, is an ACE inhibitor type medication used to treat high blood pressure, heart failure, and diabetic kidney disease. It can also be used as a preventative medication in patients over 55 years old to reduce the risk of having a heart attack, stroke or cardiovascular death in patients shown to be",60
Verapamil,https://en.wikipedia.org/wiki/Verapamil,Verapamil,"Verapamil, sold under various trade names, is a calcium channel blocker medication used for the treatment of high blood pressure, angina (chest pain from not enough blood flow to the heart), and supraventricular tachycardia. It may also be used for the prevention of migraines and cluster headaches. It is given by mouth or by injection into a vein.Common side effects",60
Enalapril,https://en.wikipedia.org/wiki/Enalapril,Enalapril,"Enalapril, sold under the brand name Vasotec among others, is an ACE inhibitor medication used to treat high blood pressure, diabetic kidney disease, and heart failure. For heart failure, it is generally used with a diuretic, such as furosemide. It is given by mouth or by injection into a vein. Onset of effects are typically within an hour when taken",60
Benzylpenicillin,https://en.wikipedia.org/wiki/Benzylpenicillin,Benzylpenicillin,"Benzylpenicillin, also known as penicillin G (PenG) or BENPEN, and in US military slang ""Peanut Butter Shot"" is an antibiotic used to treat a number of bacterial infections. This includes pneumonia, strep throat, syphilis, necrotizing enterocolitis, diphtheria, gas gangrene, leptospirosis, cellulitis, and tetanus. It is not a first-line agent for pneumococcal meningitis. Due to benzylpenicillin's limited bioavailability for oral medications,",60
Clomipramine,https://en.wikipedia.org/wiki/Clomipramine,Clomipramine,"Clomipramine, sold under the brand name Anafranil among others, is a tricyclic antidepressant (TCA). It is used for the treatment of obsessive–compulsive disorder, panic disorder, major depressive disorder, and chronic pain. It may increase the risk of suicide in those under the age of 25. It is primarily taken by mouth. It has also been used to treat premature ejaculation.Common",60
Clotrimazole,https://en.wikipedia.org/wiki/Clotrimazole,Clotrimazole,"Clotrimazole, sold under the brand name Lotrimin, among others, is an antifungal medication. It is used to treat vaginal yeast infections, oral thrush, diaper rash, tinea versicolor, and types of ringworm including athlete's foot and jock itch. It can be taken by mouth or applied as a cream to the skin or in the vagina.Common side effects when taken by",60
