code,source,title,definition,len
BD50,http://id.who.int/icd/entity/1674517934,Aortic aneurysm or dissection,"Aortic aneurysm is a term for any swelling (dilation or aneurysm) of the aorta to greater than 1.5 times normal, usually representing an underlying weakness in the wall of the aorta at that location. Aortic dissection occurs when a tear in the inner wall of the aorta causes blood to flow between the layers of the wall of the aorta,",60
JB42,http://id.who.int/icd/entity/2146411734,Obstetric embolism,"A condition characterized by the lodging of a blood clot, a fat globule or a gas bubble (embolus) in the bloodstream, which can cause a blockage associated with the physiological and other changes that occur during the period of time from conception to delivery (pregnancy), during labor and delivery (childbirth) or during the approximately six weeks after delivery during which",60
3A72,http://id.who.int/icd/entity/235504456,Sideroblastic anaemia,"Sideroblastic anemias are a group of disorders in which hemoglobin is insufficiently synthesized, because of defective use of iron (although plasmatic iron levels may be normal or elevated). They are said to be sideroblastic because of the presence of ringed sideroblasts in the blood due to accumulated ferritin in mitochondria. Anemias may be microcytic hypochrome (in thalassemia and hereditary sideroblastic",60
1D4D,http://id.who.int/icd/entity/1085418398,Ross River disease,"A disease caused by an infection with Ross River disease virus. This disease is characterized by arthralgia, with or without arthritis. This disease may also present with fever, fatigue, headache, swollen glands, arthralgia, or maculopapular rash commonly affecting the limbs and trunks. Transmission is through the bite of an infected mosquito. Confirmation is by detection of IgM or IgG anti-Ross",60
1C1G,http://id.who.int/icd/entity/1600014919,Lyme borreliosis,"A tick-borne infection by the spirochaete Borrelia burgdorferi, Lyme borreliosis typically presents with a characteristic rash, erythema chronicum migrans, at an average of seven days after a bite from an infected tick. The rash may be accompanied by flu-like symptoms. Disseminated infection may cause meningitis, cranial neuropathies and carditis amongst other manifestations. Late disease, months to years after initial infection,",60
8C01,http://id.who.int/icd/entity/1719029386,Inflammatory polyneuropathy,"Acquired inflammatory peripheral neuropathies are of a presumed immune etiology and are classified on the basis of their clinical course: acute inflammatory demyelinating polyneuropathy (AIDP or Guillain-Barré syndrome) with the motor deficit reaching a maximal level by 28 days, and chronic inflammatory demyelinating polyneuropathy (CIDP) which has a slowly progressive course of two or more months or a relapsing remitting",60
1E70,http://id.who.int/icd/entity/2054716425,Smallpox,"A disease caused by an infection with variola virus. This disease is characterized by a maculopapular rash that progresses to vesicles (commonly on the face, arms, and legs), and fever. Transmission is by direct contact. Confirmation is by identification of the variola virus in a skin sample of the rash. In 1980 the 33rd World Health Assembly declared that smallpox",60
6E69,http://id.who.int/icd/entity/518306574,Secondary catatonia syndrome,"Secondary catatonia syndrome is a syndrome of primarily psychomotor disturbances that are judged to be a caused by a medical condition not classified under Mental, behavioural, and neurodevelopmental disorders (e.g., diabetic ketoacidosis, hypercalcemia, hepatic encephalopathy, homocystinuria, neoplasms head trauma, cerebrovascular disease, encephalitis). The syndrome is characterized by the simultaneous occurrence of several symptoms such as stupor; catalepsy; waxy flexibility; mutism;",60
1C16,http://id.who.int/icd/entity/1920227791,Gas gangrene,"Gas gangrene or clostridial myonecrosis is a potentially fatal, rapidly progressive necrotizing infection of muscle and soft tissue resulting from bacterial invasion of healthy muscle from adjacent traumatized muscle or soft tissue. The infection originates in a wound contaminated with bacteria of the genus Clostridium. C. perfringens accounts for the majority of cases (over eighty percent), while C. noyvi, C.",60
EA94,http://id.who.int/icd/entity/2048594962,Pityriasis rubra pilaris,"Pityriasis rubra pilaris (PRP) is the name given to a group of clinically similar papulosquamous dermatoses of unknown aetiology. They initially present with erythematous, hyperkeratotic perifollicular papules, which tend to coalesce into plaques, but may progress to erythroderma, particularly in adults. The distribution, age of onset and speed of onset differ markedly between patients and these differences have been used",60
CA24,http://id.who.int/icd/entity/1935524933,Bronchiectasis,"Bronchiectasis is an abnormal widening of one or more airways. Normally, tiny glands in the lining of the airways make a small amount of mucus. Mucus keeps the airways moist and traps any dust and dirt in the inhaled air. Because bronchiectasis creates an abnormal widening of the airways, extra mucus tends to form and pool in parts of the",60
2B32,http://id.who.int/icd/entity/1678636940,Immunodeficiency-associated lymphoproliferative disorders,"Post-transplant lymphoproliferative disorder (PTLD) is a polyclonal (benign) or clonal (malignant) proliferation of lymphoid cells that develops as a consequence of immunosuppression in a recipient of a solid organ or bone marrow allograft. PTLDs comprise a spectrum ranging from early, Epstein-Barr virus (EBV)-driven polyclonal lymphoid proliferations to EBV-positive or EBV- negative lymphomas of predominantly B-cell or less often T-cell type.",60
